created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 23:00:05 +0000 2015	"Wind 1.6 mph N. Barometer 29.81 in, Falling slowly. Temperature 67.8 °F. Rain today 0.00 in. Humidity 52%"	"Temecula, CA"						
								
								
								
Mon Nov 02 23:00:05 +0000 2015	Every1 used to hate on thugger now every1 on his jock ???? niggaz so hype	Young Nigga From The City $_$						
								
								
								
Mon Nov 02 23:00:07 +0000 2015	Name that movie https://t.co/GR0yTNFjHy	Detroit -vs- Everybody						
								
								
								
Mon Nov 02 23:00:07 +0000 2015	@darling_regina Oh thank you darling! That's very sweet of you...	Edge of the Universe						
								
								
								
Mon Nov 02 23:00:08 +0000 2015	MLM company in #NewportBeach CA boasts 7 Pillars of Well Being inspires it. Second Pillar is #Family. But they let family live #homeless.	null	NewportBeach					
			Family					
			homeless					
								
Mon Nov 02 23:00:12 +0000 2015	Well I'm sure if @LeahRemini is tearing up then @KatieHolmes212  will rethink it. ....... NOT!  https://t.co/qWLCeSx7gW	"Los Angeles, Ca"						
								
								
								
Mon Nov 02 23:00:14 +0000 2015	"A delay in #neurosurgery may be in your best interest, depending on the situation https://t.co/bBk2iwkLHl https://t.co/DoFdBPRR2E"	"St Louis, MO"	neurosurgery					
								
								
								
Mon Nov 02 23:00:14 +0000 2015	"Sorry to hear about Avalanche’s NYC layoffs. If anyone’s looking for work, DM me! https://t.co/AIQMOcpZeA"	null						
								
								
								
Mon Nov 02 23:00:15 +0000 2015	@rachelchaggg @KirReeves @Juliachildd I love you all and yes I was but it's the thought that counts	null						
								
								
								
Mon Nov 02 23:00:15 +0000 2015	They be frying my boy @cgcornell at this US Bank ??	NEW ZEALAND						
								
								
								
Mon Nov 02 23:00:15 +0000 2015	"Can you recommend anyone for this #Sales #job? https://t.co/8L5bOMh6EG #LosAngeles, CA #Hiring #CareerArc"	"Los Angeles, CA"	Sales					
			job					
			LosAngeles					
			Hiring					
			CareerArc					
Mon Nov 02 23:00:16 +0000 2015	@ayers317 lmaooo true	"Long Beach, CA"						
								
								
								
Mon Nov 02 23:00:16 +0000 2015	Yes a good & fair #BlazeDebate with good @GOP questioners.! #RNC #LNYHBT  @ericbolling @ShepNewsTeam @megynkelly  https://t.co/sDvrqaJM5V	Northern California	BlazeDebate					
			RNC					
			LNYHBT					
								
Mon Nov 02 23:00:17 +0000 2015	For the better? https://t.co/rseOkuL0KJ	6?2?6? Cali						
								
								
								
Mon Nov 02 23:00:19 +0000 2015	Just a quick #dtla trip @virginamerica gopro #gopromusic @ San Francisco International Airport (SFO) https://t.co/Gck5WsT2i9	San Francisco	dtla					
			gopromusic					
								
								
Mon Nov 02 23:00:19 +0000 2015	@_OutbreakTour any LA winners? ??	"Long Beach, CA"						
								
								
								
Mon Nov 02 23:00:19 +0000 2015	On god ???? https://t.co/nugoToMfrA	"Inglewood, CA"						
								
								
								
Mon Nov 02 23:00:21 +0000 2015	I'm hungry	FREE TKELLY 						
								
								
								
Mon Nov 02 23:00:22 +0000 2015	@korinaacardenas ???????? you're picture has me busting up	null						
								
								
								
Mon Nov 02 23:00:22 +0000 2015	SOUTHPAW should go on a shelf right next to I AM SAM. And then someone should burn that fucking shelf.	"Northridge, CA"						
								
								
								
Mon Nov 02 23:00:22 +0000 2015	Super clear today @GoZwift HQ. https://t.co/hNtxUYRBet	SoCal						
								
								
								
Mon Nov 02 23:00:24 +0000 2015	I'm ready universe! Let's do this. #FortuneCookie #BirthdayMonth #Scorpio… https://t.co/OES0QS8aeL	"Marina del Rey, CA"	FortuneCookie					
			BirthdayMonth					
			Scorpio					
								
Mon Nov 02 23:00:24 +0000 2015	@LA_mag @MeetJakob @johnnyrayzone @lesleyLA ??	LA						
								
								
								
Mon Nov 02 23:00:24 +0000 2015	". @WhoIsCarlos oi rafa vitti, não pera LUAN REI DO BR  #PJBJovemDoAnoLuanSantana"	? All Around The World ? 27/09	PJBJovemDoAnoLuanSantana					
								
								
								
Mon Nov 02 23:00:25 +0000 2015	Last night's #OnceUponATime EPWas kickass @OnceABC @emiliederavin @AmyMansonLondon @jenmorrisonlive @bexmader @robertcarlyle_ @LanaParrilla	null	OnceUponATime					
								
								
								
								
								
								
Mon Nov 02 23:00:25 +0000 2015	Why must girls always play games why can't it ever be serious	"Huntington Beach, CA"						
								
								
								
Mon Nov 02 23:00:26 +0000 2015	"Interested in a #OpenSource #job near #CulverCity, California? This could be a great fit: https://t.co/AnYO9K6TdK #Veterans #Hiring"	"Los Angeles, CA"	OpenSource					
			job					
			CulverCity					
			Veterans					
			Hiring					
Mon Nov 02 23:00:27 +0000 2015	Fuck bitches get money or die trying	null						
								
								
								
Mon Nov 02 23:00:27 +0000 2015	Join us for the LA Sheriff's Department Medal of Valor event tomorrow at 2PM #LASD https://t.co/7mM8N6JZqz	"Los Angeles, CA"	LASD					
								
								
								
Mon Nov 02 23:00:28 +0000 2015	@IDARBWire #YA04 Ball where you go #DROPHASHBOMB	null	YA04					
			DROPHASHBOMB					
								
								
Mon Nov 02 23:00:28 +0000 2015	"CVS Health: Pharmacy Technician (#LongBeach, CA) https://t.co/lHPddvt9ZN #Healthcare #Job #Jobs #Hiring #CareerArc"	"Los Angeles, CA"	LongBeach					
			Healthcare					
			Job					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 23:00:29 +0000 2015	"I'll say it again I'll say it again, I'll say it You're the most incredible thing! @ Troubadour https://t.co/bEjWdLbptN"	BH | Terra de Marlboro						
								
								
								
Mon Nov 02 23:00:31 +0000 2015	"@AlexWehrley thanks for following, Alex!"	"Hollywood, CA"						
								
								
								
Mon Nov 02 23:00:31 +0000 2015	@korinaacardenas your	null						
								
								
								
Mon Nov 02 23:00:31 +0000 2015	at 1:50pm: mostly cloudy -> fair temperature down 70°F -> 69°F humidity down 73% -> 68% pressure 29.77in falling	"Hollywood, CA"						
								
								
								
Mon Nov 02 23:00:31 +0000 2015	@samrydergreene so jealous	probably at disneyland						
								
								
								
Mon Nov 02 23:00:32 +0000 2015	@ItsAdri423 yeah I'm still really full. so i won't be eating again till 6 I'm sure of it. lol	CA						
								
								
								
Mon Nov 02 23:00:33 +0000 2015	@Yuhaaas stooppp it ?? I'm blushing	null						
								
								
								
Mon Nov 02 23:00:33 +0000 2015	HBD BUDDY ?? I hope you had a great weekend & have a great rest of your day! ?? https://t.co/yk6Y4kDica	null						
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:00:34 +0000 2015	Drinking a Blazing World by @ModernTimesBeer @ The Belmont — https://t.co/QDoEFi6p14	Florida						
								
								
								
Mon Nov 02 23:00:35 +0000 2015	Love you Morgan Fairchild RT@morgfair @BillZucker Bill! I'm so sorry about your brother!! Hope you're OK. Sending love and white light  RT	Hollywood/Miami/space						
								
								
								
Mon Nov 02 23:00:35 +0000 2015	It needs to not start raining while  I'm walking home...	"California, USA"						
								
								
								
Mon Nov 02 23:00:35 +0000 2015	ELhumdulillah Moorish American Moslem HOTTA #Outchea CRENSHAW Wudu& Al'Asr Sal?h&ProstratioN #DeenOverDunyah... https://t.co/F2PeReQyMv	NW AMEXEM (Moroccan Empire)	Outchea					
			DeenOverDunyah					
								
								
Mon Nov 02 23:00:35 +0000 2015	MLM company in #NewportBeach CA boasts 7 Pillars of Well Being inspires it. First Pillar is #Life. But they let family die sick and alone.	null	NewportBeach					
			Life					
								
								
Mon Nov 02 23:00:37 +0000 2015	@coreyakotler @2BrokeGirls #actorslife #sagaftra #comedy #MondayMotivation U taught me-Never give up on yr dreams!	"Hollywood, Ca"	actorslife					
			sagaftra					
			comedy					
			MondayMotivation					
Mon Nov 02 23:00:37 +0000 2015	The #beforeandafter pictures of one of our patients who underwent a #tummytuck to obliterate loose… https://t.co/V1Eyv2dOQO	"Beverly Hills, California"	beforeandafter					
			tummytuck					
								
								
Mon Nov 02 23:00:37 +0000 2015	My whole family nothing but raiders fans lol gonna be fun	Los Angeles 						
								
								
								
Mon Nov 02 23:00:38 +0000 2015	Stuck on these lesson plans rn #mymind	"Los Angeles, CA"	mymind					
								
								
								
Mon Nov 02 23:00:38 +0000 2015	@NinaBlackwood  I don't know why your not supportive of this. I'm like spitting image of Season Hubley! ;)	West Hollywood						
								
								
								
Mon Nov 02 23:00:39 +0000 2015	"The time I tell myself ""stop buying clothes from H&M"" winter clothes are on sale ??"	null						
								
								
								
Mon Nov 02 23:00:39 +0000 2015	Oh broncooooos????	null						
								
								
								
Mon Nov 02 23:00:39 +0000 2015	Me da más asco que las fangirls de rubius	null						
								
								
								
Mon Nov 02 23:00:40 +0000 2015	Car wash boredom.... #5hy #toyota #carwash #mondaze #bored @ In-N-Out Express Car Wash https://t.co/bkPkf2IHtP	universe 	5hy					
			toyota					
			carwash					
			mondaze					
			bored					
Mon Nov 02 23:00:40 +0000 2015	"It's so chilly & cloudy today, I lav it ?"	IG: Aymeeezy 						
								
								
								
Mon Nov 02 23:00:40 +0000 2015	". @johncardillo @Studio11LA @iamjamiefoxx @thehatefuleight in show business, there's no such thing as bad publicity. Controversy $ell$..."	Los Angeles California 						
								
								
								
Mon Nov 02 23:00:40 +0000 2015	@BeerGuts_ yomp ????	Boyle Heights 						
								
								
								
Mon Nov 02 23:00:41 +0000 2015	@AngieVaronaTM bb??????	Seal Beach Ca						
								
								
								
Mon Nov 02 23:00:41 +0000 2015	@SleepyAddicts @angellagouve ????????	null						
								
								
								
Mon Nov 02 23:00:42 +0000 2015	I'm gunna miss my Cheyenne keeping me warm everynight ???? @cheyennebiggs90	"California, USA"						
								
								
								
Mon Nov 02 23:00:42 +0000 2015	Wtf.... https://t.co/ySQGQptIeT	null						
								
								
								
Mon Nov 02 23:00:44 +0000 2015	The rain and wins are rolling in as play continues in Girls CIF team golf event in Ojai. https://t.co/QqiwWvc3X5	"Ventura County, CA"						
								
								
								
Mon Nov 02 23:00:44 +0000 2015	"DTLA @ Los Angeles, California https://t.co/IniH85RQiI"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:00:47 +0000 2015	Oppression Perfection Aweaome https://t.co/Ro6DCNyiaq	Panama						
								
								
								
Mon Nov 02 23:00:47 +0000 2015	"Home! (@ San Francisco International Airport (SFO) in San Francisco, CA) https://t.co/rnmdm0PV3v"	"San Jose, CA, USA"						
								
								
								
Mon Nov 02 23:00:48 +0000 2015	@Raise_Indiegogo thanks for following!	"Hollywood, CA"						
								
								
								
Mon Nov 02 23:00:48 +0000 2015	I love u LA. Damn	"Long Beach, CA"						
								
								
								
Mon Nov 02 23:00:48 +0000 2015	coasttocoast AM...found headquarters w/o looking...on my way to work...alternativeroute...???? @ Public… https://t.co/AfOk4tltYb	"Los Angeles,CA"						
								
								
								
Mon Nov 02 23:00:52 +0000 2015	@theaugustusrex if our love is tragedi	"fujohive, ca"						
								
								
								
Mon Nov 02 23:00:52 +0000 2015	Free guide to Employee Survey Design - Download - https://t.co/KKm9Jc10nf #insightlink #hr #EmployeeEngagement	"Palm Springs, CA"	insightlink					
			hr					
			EmployeeEngagement					
								
Mon Nov 02 23:00:52 +0000 2015	@ItsAnitaK hey Girl do you mind if I ask you a question?	London | LA 						
								
								
								
Mon Nov 02 23:00:52 +0000 2015	"ah, deixa, amanhã eu faço na sala a liçao LUAN REI DO BR  #PJBJovemDoAnoLuanSantana"	? All Around The World ? 27/09	PJBJovemDoAnoLuanSantana					
								
								
								
Mon Nov 02 23:00:52 +0000 2015	Scariest costume ever!!  https://t.co/ziF5CjJvPg	"Los Angeles, Ca"						
								
								
								
Mon Nov 02 23:00:54 +0000 2015	@kate_hess Noooo- Which flavors were you looking for? We'll check on them for you!	18 locations in So Cal.						
								
								
								
Mon Nov 02 23:00:54 +0000 2015	@JalynPersuasion  https://t.co/S1rsOrGl6v	"Inglewood, CA"						
								
								
								
Mon Nov 02 23:00:55 +0000 2015	For all those cat lovers watch my last rt to ruin ur day	"Menifee, CA"						
								
								
								
Mon Nov 02 23:00:55 +0000 2015	?????????? ??????.jpg https://t.co/O3KpEPwIs8	null						
								
								
								
Mon Nov 02 23:00:57 +0000 2015	A wonderful #Halloween weekend spent at #stanlee #comikaze????? #funtimes #AHRvisions @AHRVisions https://t.co/vOCEywDzxu	null	Halloween					
			stanlee					
			comikaze					
			funtimes					
			AHRvisions					
Mon Nov 02 23:00:58 +0000 2015	You know I'm addicted when I start comparing myself with Meredith Grey. Laawwwdddd I need a life ??	null						
								
								
								
Mon Nov 02 23:00:58 +0000 2015	twitter is hating on me n won't let me upload videos from a mac. why? @Support	"Los Angeles, CA "						
								
								
								
Mon Nov 02 23:01:00 +0000 2015	Our new apartment ??	null						
								
								
								
Mon Nov 02 23:01:04 +0000 2015	I'm now okay with Japan nowadays. It's beautiful to see school girls in a seifuku! :) It's better than the capitalist pigs.	"Torrance, CA / Capas, Tarlac"						
								
								
								
Mon Nov 02 23:01:04 +0000 2015	I think ima shoot my boyfriend????	null						
								
								
								
Mon Nov 02 23:01:05 +0000 2015	Ay que sher shincera	null						
								
								
								
Mon Nov 02 23:01:04 +0000 2015	???? https://t.co/9xrm0reTWS	null						
								
								
								
Mon Nov 02 23:01:05 +0000 2015	you've taught me more about myself than you could imagine https://t.co/44hpA1p2MQ	null						
								
								
								
Mon Nov 02 23:01:05 +0000 2015	#vihuela #tomasdelgado #candelas #guitars #mariachi #boyleheights #mexico #colors #colores #handmade… https://t.co/1JZaJBTmjc	"Cesar Chavez Ave, LA, CA"	vihuela					
			tomasdelgado					
			candelas					
			guitars					
			mariachi					
			boyleheights					
			mexico					
			colors					
			colores					
			handmade					
Mon Nov 02 23:01:05 +0000 2015	NYC 11/13!  @GramercyTheatre @nycomedyfest!  Each comic does a set n song with a live band. https://t.co/UOdOp79fln https://t.co/B1geTRQ5an	"The Lyric Theater, LA"						
								
								
								
Mon Nov 02 23:01:06 +0000 2015	You got a tattoo and your nipples pierced? That night when I passed out?	California						
								
								
								
Mon Nov 02 23:01:06 +0000 2015	That's how you know he sexy mynigga can wear a button up shirt but don't button them up & with no shirt under?? #maaaanigggga lmao	"Cypress, CA"	maaaanigggga					
								
								
								
Mon Nov 02 23:01:07 +0000 2015	Starting to notice that I basically eat breakfast food for every meal	"Los Angeles, California ?"						
								
								
								
Mon Nov 02 23:01:07 +0000 2015	this weekend was pretty amazing ???? https://t.co/cdTCGwLOCh	"Long Beach, CA"						
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:01:09 +0000 2015	De que sirven las justificaciones? El esfuerzo diario y continuo habla más por los resultados que genera	Los Angeles CA						
								
								
								
Mon Nov 02 23:01:09 +0000 2015	Winter excepted it's invitation. #westshorecafe #winterstorm #welcomewinter #bringiton https://t.co/5jyeJgfv19	"Homewood, CA"	westshorecafe					
			winterstorm					
			welcomewinter					
			bringiton					
Mon Nov 02 23:01:11 +0000 2015	"Pós-surf de cabeça feita, só agradece a trip haole! #milifanning ???? @… https://t.co/4KQrzmErtu"	null	milifanning					
								
								
								
Mon Nov 02 23:01:16 +0000 2015	I think I just melted.  https://t.co/CTWkVMY2zQ	fairly local						
								
								
								
								
Mon Nov 02 23:01:17 +0000 2015	I don't wanna work tmrw	"Long Beach, CA"						
								
								
								
Mon Nov 02 23:01:18 +0000 2015	#EQXChallenge #ProtectTheCrown #StayWinning #EquinoxWestLA #ItsNotFitnessItsLife #EquinoxMadeMeDoIt… https://t.co/830UeWfngN	Los Angeles	EQXChallenge					
			ProtectTheCrown					
			StayWinning					
			EquinoxWestLA					
			ItsNotFitnessItsLife					
			EquinoxMadeMeDoIt					
Mon Nov 02 23:01:21 +0000 2015	"""Making a commitment to another human being is the ultimate expression of our humanity.""  #Frasier #quote #commitment"	Los Angeles	Frasier					
			quote					
			commitment					
								
Mon Nov 02 23:01:21 +0000 2015	I feel like I'm an easy person to replace & it'll always be like that. ??	"Thousand Oaks, CA"						
								
								
								
Mon Nov 02 23:01:22 +0000 2015	3 mo numbaaaas'. ??	Long Beach						
								
								
								
Mon Nov 02 23:01:23 +0000 2015	I barely hung out with @disco_titties at escape ??	"West hills , Los Angeles"						
								
								
								
Mon Nov 02 23:01:23 +0000 2015	@MannyMua733 k but like more one brand tutorials pls and thanks ??	up a pumpkin's butthole 						
								
								
								
Mon Nov 02 23:01:23 +0000 2015	Ay plox	null						
								
								
								
Mon Nov 02 23:01:24 +0000 2015	"I'm at @7Eleven in Burbank, CA https://t.co/J7sKP30111"	"ÜT: 34.205592,-118.343411"						
								
								
								
Mon Nov 02 23:01:24 +0000 2015	"Not going to lie, meeting melodyperkinsxo ... pretty awesome @ Stan Lee's Comikaze Convention - La… https://t.co/PjAizaZHvV"	"San Diego, CA"						
								
								
								
Mon Nov 02 23:01:25 +0000 2015	@itspanamababy def	"ÜT: 42.62077,-73.836408"						
								
								
								
Mon Nov 02 23:01:25 +0000 2015	This is fucking disturbing  https://t.co/UmR7ny7B2M	the6withmywoes. 						
								
								
								
Mon Nov 02 23:01:26 +0000 2015	@johnnyappeal - you know he probably cancelled his classes so quick and hopped on the first flight to Austin.	"Los Angeles,CA"						
								
								
								
Mon Nov 02 23:01:26 +0000 2015	@nicoleisabellac they do on wednesdays???? I'll force you once you're legal	probably in a chanel store						
								
								
								
Mon Nov 02 23:01:29 +0000 2015	@LuvCherLuvXtina @xtina I STILL HATE YOU FOR THAT! <3	null						
								
								
								
Mon Nov 02 23:01:29 +0000 2015	https://t.co/xl9M65NBCI	"Burbank, Ca"						
								
								
								
Mon Nov 02 23:01:29 +0000 2015	@SheaSerrano cannot wait to read it https://t.co/1bOUXEanka	 Santa Barbara						
								
								
								
Mon Nov 02 23:01:31 +0000 2015	Have so many regrets in life shit ain't even funny	"DeezNuts,Ca"						
								
								
								
Mon Nov 02 23:01:31 +0000 2015	Me when I drink an Horchata that doesnt taste authentic https://t.co/ZlT94wlp6E	"California, USA"						
								
								
								
Mon Nov 02 23:01:31 +0000 2015	Absolutely  #TheLastKingdom  https://t.co/0E75M9Zxnx	"Los Angeles, Ca."	TheLastKingdom					
								
								
								
Mon Nov 02 23:01:32 +0000 2015	KLAX 022253Z 25014KT 10SM SCT055 SCT180 20/15 A2977 RMK AO2 SLP079 T02000150	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:01:32 +0000 2015	DESIRE GREATNESS! New shoot for @MessiahClothing shot in #DowntownLA -gallery coming soon!!  https://t.co/jz1tjMU1l9 https://t.co/ckX1iZh6YK	Los Angeles	DowntownLA					
								
								
								
Mon Nov 02 23:01:32 +0000 2015	DONT TWEET THIS LIKE THATS YO HOMIE FROM THE SANDBOX https://t.co/ai2Gvy6sge	null						
								
								
								
Mon Nov 02 23:01:32 +0000 2015	promises // wiz khalifa	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:01:33 +0000 2015	"@OlekeBolekeKnol Seriously, what happened with you?"	"Hollywood, CA"						
								
								
								
Mon Nov 02 23:01:34 +0000 2015	"You Rock.... I heart you even more, it gives you buns of steel #gentschat https://t.co/tTEcHGyrI6"	London & Los Angeles	gentschat					
								
								
								
Mon Nov 02 23:01:34 +0000 2015	"PSA : A true relationship is having someone who accepts your past, supports your present, and encourages your future ... TooN"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:01:34 +0000 2015	Aint tryna go home ??	null						
								
								
								
Mon Nov 02 23:01:34 +0000 2015	@Sia YAAASSS 5 DAYS AFTER MY BDAY HALLELUJAH	sitting with squirrels. 						
								
								
								
Mon Nov 02 23:01:35 +0000 2015	finally starting to feel like winter ??	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:01:35 +0000 2015	The #bunkerhill homeless encampment will be the last part of the triangle to go. #DTLA @ The Broad https://t.co/Of2kVEfsSP	#DTLA	bunkerhill					
			DTLA					
								
								
Mon Nov 02 23:01:37 +0000 2015	Well shit. I should have been sober me that week and stayed at that crazy party	California						
								
								
								
Mon Nov 02 23:01:39 +0000 2015	"Here I am with my Dodger co-worker friends Carlos Galindo carlo0720, Errol Coffey and myself at the… https://t.co/fGIaiPB2wU"	"Los Angeles, California"						
								
								
								
Mon Nov 02 23:01:39 +0000 2015	@Rezxxx_ lmaoo	"California, USA "						
								
								
								
Mon Nov 02 23:01:40 +0000 2015	"Audi, the rich man'a Civic!  https://t.co/S1jFBiZi71"	"Los Angeles, Ca"						
								
								
								
Mon Nov 02 23:01:43 +0000 2015	My immune system sucks	null						
								
								
								
Mon Nov 02 23:01:44 +0000 2015	"@RHaylock Yes sir... Khalil Tate Serra QB 8-Game Stats (not 9) 2,992 Total Yards 1,578 Pass / 1,414 Rush 33 TDs ... and most fun to watch!"	Southern California						
								
								
								
Mon Nov 02 23:01:45 +0000 2015	@MohawkxMolly https://t.co/WT5CJb9O14	"Studio City, Los Angeles"						
								
								
								
Mon Nov 02 23:01:46 +0000 2015	"Breakfast tacos look better rolled up but that loaded queso... 2 trinity, 1 neches, 2 special… https://t.co/fiEfrnx5NA"	Bronson Island						
								
								
								
Mon Nov 02 23:01:52 +0000 2015	@JalynPersuasion the first thing I do is get on Wells Fargo so I know it's real	"Inglewood, CA"						
								
								
								
Mon Nov 02 23:01:55 +0000 2015	?????? - ???????? ?? ?????? ???? ?????? ? ???????. ??????????? ?? ?????? https://t.co/7yImXWEgMF	null						
								
								
								
Mon Nov 02 23:01:55 +0000 2015	I know people who should be in jail for what they have done to me.	Panama						
								
								
								
Mon Nov 02 23:01:56 +0000 2015	MAKE SURE YOU'RE SUBSCRIBED BC there will be a new video in 2 hours! ?? https://t.co/YBDX8WGNEw	chicago • california 						
								
								
								
Mon Nov 02 23:01:56 +0000 2015	Raiders are Foreals	LongBeach						
								
								
								
Mon Nov 02 23:01:56 +0000 2015	Still regret not buying a shirt at Tillers show :(	null						
								
								
								
Mon Nov 02 23:01:58 +0000 2015	what the hell is never enough im screaming	ale / louis ? california						
								
								
								
Mon Nov 02 23:01:59 +0000 2015	STELLARGANG#/ SG#/ https://t.co/Lzae0NAY9r	null						
								
								
								
Mon Nov 02 23:02:01 +0000 2015	???? go watch @ConnorFranta new video https://t.co/RXWC3oU3LB here's @emojifranta pictures https://t.co/bAgoK5YBO1 and dm me? ????x	4/6 + troye						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:02:03 +0000 2015	Backpack or portable pillow?	sc: esmeerolda						
								
								
								
Mon Nov 02 23:02:03 +0000 2015	"#Repost @electricsexent ??? The Cate & Sam action figures, coming to toy stores nationwide just in… https://t.co/aFZjjNJP6c"	"Santa Barbara, CA"	Repost					
								
								
								
Mon Nov 02 23:02:03 +0000 2015	@Sia keep it	"West Hollywood, CA"						
								
								
								
Mon Nov 02 23:02:04 +0000 2015	It's my sisters birthday and the Bronco news is her favorite gift so far hahahahaha	null						
								
								
								
Mon Nov 02 23:02:05 +0000 2015	Norman Parkinson #photographer Fan Dress 1938 #Fashion #Fashionista https://t.co/jFmeowl3dD	Los Angeles 	photographer					
			Fashion					
			Fashionista					
								
Mon Nov 02 23:02:06 +0000 2015	???? go watch @ConnorFranta new video https://t.co/RXWC3oU3LB here's @emojifranta pictures https://t.co/bAgoK5YBO1 and dm me? ????x2	4/6 + troye						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:02:06 +0000 2015	Just made the best purchases on Amazon ????????????????????	"Brentwood, Los Angeles"						
								
								
								
Mon Nov 02 23:02:07 +0000 2015	"Alright back to reading for seminar for a bit, then I'll take a break to prep my chicken for dinner and go on a hike."	Los Angeles						
								
								
								
Mon Nov 02 23:02:08 +0000 2015	"@TheAMAs ASSES,ASSHOLES,PIECE OF SHIT!INFINITE TIMES GOD DAMN YOU THROUGH  LIFELONG  THROUGH ETERNITY.READ THIS:https://t.co/nOv3RQFAdY …"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:08 +0000 2015	Rest Easily @_Brytni  Valerie fans as preview shows Valerie is on tomorrow's GH too I'M HAPPY SO WHO ELSE  IS? TWEET https://t.co/xFkxusvViD	costanzo740@gmail.com						
								
								
								
Mon Nov 02 23:02:08 +0000 2015	@EllelaLinda Enjoy your drives. It's part of you. https://t.co/TFA63rEVSl	"California, USA"						
								
								
								
Mon Nov 02 23:02:09 +0000 2015	music and chill?	París						
								
								
								
Mon Nov 02 23:02:10 +0000 2015	MLM company in #NewportBeach CA boasts 7 Pillars of Well Being inspires it. Fifth Pillar is #Prosperity. They let family live in #poverty.	null	NewportBeach					
			Prosperity					
			poverty					
								
Mon Nov 02 23:02:10 +0000 2015	Color Theory and Color Mixing Workshop on Sat/Sun in Montrose/Glendale #artistlife #student https://t.co/6xeOeOa3Io https://t.co/M8QizWthqu	"Los Angeles, CA"	artistlife					
			student					
								
								
Mon Nov 02 23:02:11 +0000 2015	???? go watch @ConnorFranta new video https://t.co/RXWC3oU3LB here's @emojifranta pictures https://t.co/bAgoK5YBO1 and dm me? ????X11	4/6 + troye						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:02:12 +0000 2015	Rainy Pho weather ????	San Luis Obispo CA						
								
								
								
Mon Nov 02 23:02:12 +0000 2015	MDSF_Ratings-9526 https://t.co/2BHflbwhsW	null						
								
								
								
Mon Nov 02 23:02:12 +0000 2015	The queen has spoken! https://t.co/R1uRWyvLUm	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:14 +0000 2015	@jimatdeltaco I can get BEHIND this. AHHHHAHAHAHAH!   Good lord I'm a hoot.   ...toot	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:17 +0000 2015	Hahaha.  true #YR  https://t.co/UE7OQzeOU3	"Los Angeles, Ca."	YR					
								
								
								
Mon Nov 02 23:02:19 +0000 2015	@smackinyc @Broncos take care of my Vernon for me Sean! #ninerfanmeltdown	"City of Angels, CA"	ninerfanmeltdown					
								
								
								
Mon Nov 02 23:02:20 +0000 2015	???? go watch @ConnorFranta new video https://t.co/RXWC3oU3LB here's @emojifranta pictures https://t.co/bAgoK5YBO1 and dm me? ????x3	4/6 + troye						
								
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:02:20 +0000 2015	Clear kayak https://t.co/PiIbeDlhiH	California | Kuwait ??						
								
								
								
Mon Nov 02 23:02:23 +0000 2015	Hey - if you like @Strava & @GoZwift then you are soon going to like them even more! https://t.co/WcFtgpNgrO https://t.co/PgmoUjiOnw	"home, maastricht"						
								
								
								
								
								
Mon Nov 02 23:02:24 +0000 2015	Don't know if I'm pathetic or if is it just real life	LA						
								
								
								
Mon Nov 02 23:02:24 +0000 2015	#MusicMonday @JGRFM040714 @RuachRadio @ZiFMStereo @iAMGospelRadio1 @Billy_Burton_98 @wdasfm	"Camden, New Jersey 08103"	MusicMonday					
								
								
								
								
								
Mon Nov 02 23:02:24 +0000 2015	#Repost lilliesme with repostapp. ??? Mixed Chicks #westfieldtopanga #mixedchickshair #mixedchicks… https://t.co/ietwAyEMQd	California	Repost					
			westfieldtopanga					
			mixedchickshair					
			mixedchicks					
Mon Nov 02 23:02:25 +0000 2015	@jack_o_bee4u @TheXclass ??????i will always apologize and did   i am knowingly hypervigilant with men talking coarsely to women  Dad stuff	AmeriKKKa but in CALIFORNIA						
								
								
								
Mon Nov 02 23:02:25 +0000 2015	"Buckle up, we take off! ?? ?????????????, ?? ????????!?? #usa #california #road #roadtrip #travel #sky… https://t.co/zUCm2uZYlX"	"London, Moscow"	usa					
			california					
			road					
			roadtrip					
			travel					
			sky					
Mon Nov 02 23:02:25 +0000 2015	"@TheAMAs ASSES,ASSHOLES,PIECE OF SHIT!INFINITE TIMES GOD DAMN YOU THROUGH LIFELONG  THROUGH ETERNITY.READ THIS:https://t.co/nOv3RQFAdY …"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:26 +0000 2015	Austin gone tell me my head hella big ?? I KNOW	"Dreamville, USC???"						
								
								
								
